Org1,Org2,Edu1,Edu2,Edu3,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8
Human computer interaction,Human computer interaction,"Multimedia, Animation and Graphic Design",Other,Other,"Multimedia, Animation and Graphic Design",Software Engineering,Software Engineering,Software Engineering,Human computer interaction,Management,Human computer interaction,"Multimedia, Animation and Graphic Design"
Human computer interaction,Human computer interaction,"Multimedia, Animation and Graphic Design",Other,Other,"Multimedia, Animation and Graphic Design",Software Engineering,Software Engineering,Software Engineering,Human computer interaction,Management,"Multimedia, Animation and Graphic Design",Software Engineering
Human computer interaction,Human computer interaction,"Multimedia, Animation and Graphic Design",Other,Other,"Multimedia, Animation and Graphic Design",Software Engineering,Software Engineering,Software Engineering,Human computer interaction,"Multimedia, Animation and Graphic Design",Human computer interaction,Software Engineering
Human computer interaction,Human computer interaction,"Multimedia, Animation and Graphic Design",Other,Other,"Multimedia, Animation and Graphic Design",Software Engineering,Software Engineering,Software Engineering,"Multimedia, Animation and Graphic Design",Management,Human computer interaction,Software Engineering
Human computer interaction,Human computer interaction,"Multimedia, Animation and Graphic Design",Other,Other,"Multimedia, Animation and Graphic Design",Software Engineering,Software Engineering,"Multimedia, Animation and Graphic Design",Human computer interaction,Management,Human computer interaction,Software Engineering
Human computer interaction,Human computer interaction,"Multimedia, Animation and Graphic Design",Other,Other,"Multimedia, Animation and Graphic Design",Software Engineering,"Multimedia, Animation and Graphic Design",Software Engineering,Human computer interaction,Management,Human computer interaction,Software Engineering
Human computer interaction,Human computer interaction,"Multimedia, Animation and Graphic Design",Other,Other,"Multimedia, Animation and Graphic Design","Multimedia, Animation and Graphic Design",Software Engineering,Software Engineering,Human computer interaction,Management,Human computer interaction,Software Engineering
Human computer interaction,Human computer interaction,"Multimedia, Animation and Graphic Design",Human computer interaction,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Management,Human computer interaction,Software Engineering
Human computer interaction,Human computer interaction,"Multimedia, Animation and Graphic Design",Human computer interaction,Other,Other,Software Engineering,Software Engineering,Software Engineering,Human computer interaction,Software Engineering,Human computer interaction,Software Engineering
Human computer interaction,Human computer interaction,"Multimedia, Animation and Graphic Design",Human computer interaction,Other,Other,Software Engineering,Software Engineering,Software Engineering,Human computer interaction,Management,Software Engineering,Software Engineering
Human computer interaction,Human computer interaction,"Multimedia, Animation and Graphic Design",Human computer interaction,Other,Other,Software Engineering,Software Engineering,Software Engineering,Human computer interaction,Management,Human computer interaction,Software Engineering
Human computer interaction,Human computer interaction,"Multimedia, Animation and Graphic Design",Human computer interaction,Other,Other,Software Engineering,Software Engineering,Software Engineering,Human computer interaction,Management,Human computer interaction,"Multimedia, Animation and Graphic Design"
